week,actors,cumulative
63,"[{'name': '@TigerWoods', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 38}, {'name': '@mike', 'frequency': 1}, {'name': '@', 'frequency': 65}, {'name': '@Trump', 'frequency': 8}, {'name': '@greta', 'frequency': 1}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@J', 'frequency': 3}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@SarahPalinUSA', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@jacknicklaus', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@ForbesInspector', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 1}, {'name': '@JUrciuoli19', 'frequency': 1}]",132
64,"[{'name': '@realDonaldTrump', 'frequency': 24}, {'name': '@', 'frequency': 51}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@Trump', 'frequency': 9}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpTurnberry', 'frequency': 2}, {'name': '@J', 'frequency': 4}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 2}, {'name': '@BackOnTrackUSA', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TurnberryBuzz', 'frequency': 1}, {'name': '@JustinRose99', 'frequency': 1}, {'name': '@LilJon', 'frequency': 1}, {'name': '@GolfDigestMag', 'frequency': 1}]",104
65,"[{'name': '@FoxNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 43}, {'name': '@', 'frequency': 73}, {'name': '@IvankaTrump', 'frequency': 3}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@Trump', 'frequency': 15}, {'name': '@greta', 'frequency': 2}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 6}, {'name': '@J', 'frequency': 3}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 2}, {'name': '@David', 'frequency': 3}, {'name': '@Macys', 'frequency': 5}, {'name': '@gretawire', 'frequency': 2}, {'name': '@TrumpChicago', 'frequency': 3}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@SixteenChicago', 'frequency': 1}, {'name': '@TrumpGolfDC', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 1}, {'name': '@buffalobills', 'frequency': 4}, {'name': '@JustinRose99', 'frequency': 2}, {'name': '@maathewdavis', 'frequency': 1}]",179
66,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 2}, {'name': '@FrankLuntz', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 27}, {'name': '@NBC', 'frequency': 1}, {'name': '@nypost', 'frequency': 2}, {'name': '@', 'frequency': 58}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@FoxNewsSunday', 'frequency': 1}, {'name': '@Trump', 'frequency': 7}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@J', 'frequency': 3}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@rushlimbaugh', 'frequency': 1}, {'name': '@BackOnTrackUSA', 'frequency': 1}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@not', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 2}]",119
67,"[{'name': '@FoxNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 20}, {'name': '@', 'frequency': 34}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@FoxNewsSunday', 'frequency': 1}, {'name': '@Trump', 'frequency': 5}, {'name': '@J', 'frequency': 2}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@bahia6085', 'frequency': 1}, {'name': '@trumpwinery', 'frequency': 1}]",70
68,"[{'name': '@realDonaldTrump', 'frequency': 25}, {'name': '@', 'frequency': 54}, {'name': '@Trump', 'frequency': 13}, {'name': '@TrumpTurnberry', 'frequency': 2}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@J', 'frequency': 3}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@jacknicklaus', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 2}, {'name': '@BackOnTrackUSA', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 2}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@CahlRStorrie', 'frequency': 2}, {'name': '@maathewdavis', 'frequency': 3}]",116
69,"[{'name': '@foxandfriends', 'frequency': 2}, {'name': '@EricTrump', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 26}, {'name': '@jaketapper', 'frequency': 1}, {'name': '@', 'frequency': 42}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 2}, {'name': '@Mike', 'frequency': 1}, {'name': '@Trump', 'frequency': 4}, {'name': '@J', 'frequency': 2}, {'name': '@MissUniverse', 'frequency': 2}, {'name': '@AmSpec', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@Joan', 'frequency': 1}, {'name': '@MissUSA', 'frequency': 2}, {'name': '@VinceMcMahon', 'frequency': 1}, {'name': '@maathewdavis', 'frequency': 2}]",97
70,"[{'name': '@CNN', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 4}, {'name': '@realDonaldTrump', 'frequency': 51}, {'name': '@', 'frequency': 87}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@chucktodd', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 3}, {'name': '@Trump', 'frequency': 6}, {'name': '@meetthepress', 'frequency': 1}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@MELANIATRUMP', 'frequency': 1}, {'name': '@J', 'frequency': 7}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@Jennifer75AR', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@MasterBaxter8', 'frequency': 2}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@Joan', 'frequency': 6}, {'name': '@VinceMcMahon', 'frequency': 2}, {'name': '@trumpwinery', 'frequency': 1}, {'name': '@InTheElections', 'frequency': 1}, {'name': '@maathewdavis', 'frequency': 1}]",184
71,"[{'name': '@foxandfriends', 'frequency': 6}, {'name': '@foxnews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 40}, {'name': '@', 'frequency': 68}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@CNBC', 'frequency': 1}, {'name': '@Trump', 'frequency': 8}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@FrankCaliendo', 'frequency': 1}, {'name': '@J', 'frequency': 5}, {'name': '@The', 'frequency': 2}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@HowardStern', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@Forbes', 'frequency': 2}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 2}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@ForbesInspector', 'frequency': 2}, {'name': '@Joan', 'frequency': 1}]",148
72,"[{'name': '@FoxNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 62}, {'name': '@', 'frequency': 90}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@Mike', 'frequency': 26}, {'name': '@Trump', 'frequency': 5}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@MikeAndMike', 'frequency': 23}, {'name': '@J', 'frequency': 4}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@MissUniverse', 'frequency': 1}, {'name': '@nbc', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 2}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@CahlRStorrie', 'frequency': 1}, {'name': '@nfl', 'frequency': 7}, {'name': '@espn', 'frequency': 11}, {'name': '@VinceMcMahon', 'frequency': 2}, {'name': '@Espngreeny', 'frequency': 5}, {'name': '@buffalobills', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 2}]",252
73,"[{'name': '@foxandfriends', 'frequency': 5}, {'name': '@realDonaldTrump', 'frequency': 39}, {'name': '@', 'frequency': 65}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@Trump', 'frequency': 9}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@J', 'frequency': 4}, {'name': '@GolfChannel', 'frequency': 1}, {'name': '@The', 'frequency': 1}, {'name': '@jacknicklaus', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 2}, {'name': '@Jennifer75AR', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 2}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@ForbesInspector', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@CahlRStorrie', 'frequency': 2}, {'name': '@RealPro4Real', 'frequency': 1}, {'name': '@Rosie', 'frequency': 1}, {'name': '@VinceMcMahon', 'frequency': 1}, {'name': '@Yankees', 'frequency': 1}]",144
74,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 40}, {'name': '@', 'frequency': 80}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Trump', 'frequency': 7}, {'name': '@J', 'frequency': 6}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@Jennifer75AR', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 2}, {'name': '@MasterBaxter8', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@SixteenChicago', 'frequency': 1}, {'name': '@not', 'frequency': 1}, {'name': '@InTheElections', 'frequency': 1}, {'name': '@JustinRose99', 'frequency': 1}]",153
75,"[{'name': '@CNN', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 51}, {'name': '@', 'frequency': 111}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@piersmorgan', 'frequency': 1}, {'name': '@Trump', 'frequency': 7}, {'name': '@greta', 'frequency': 3}, {'name': '@J', 'frequency': 12}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@JenniferJJacobs', 'frequency': 1}, {'name': '@DailyCaller', 'frequency': 1}, {'name': '@mcuban', 'frequency': 1}, {'name': '@AmSpec', 'frequency': 2}, {'name': '@Jennifer75AR', 'frequency': 1}, {'name': '@DMRegister', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@gretawire', 'frequency': 3}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 2}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@nfl', 'frequency': 3}, {'name': '@SteveKingIA', 'frequency': 2}, {'name': '@kyleraccio', 'frequency': 1}, {'name': '@Jackshallis', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 4}, {'name': '@TMZ', 'frequency': 1}, {'name': '@buffalobills', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 1}]",222
76,"[{'name': '@foxandfriends', 'frequency': 5}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@MittRomney', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 40}, {'name': '@jimmyfallon', 'frequency': 1}, {'name': '@', 'frequency': 82}, {'name': '@VanityFair', 'frequency': 1}, {'name': '@FoxNewsSunday', 'frequency': 1}, {'name': '@piersmorgan', 'frequency': 3}, {'name': '@Trump', 'frequency': 4}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@Macys', 'frequency': 2}, {'name': '@DailyCaller', 'frequency': 2}, {'name': '@BarackObama', 'frequency': 2}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@nfl', 'frequency': 1}, {'name': '@SteveKingIA', 'frequency': 5}, {'name': '@Citizens', 'frequency': 1}, {'name': '@nikkio', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 4}, {'name': '@InTheElections', 'frequency': 1}]",167
77,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 37}, {'name': '@', 'frequency': 75}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Trump', 'frequency': 5}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@MELANIATRUMP', 'frequency': 6}, {'name': '@J', 'frequency': 4}, {'name': '@The', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@Jennifer75AR', 'frequency': 3}, {'name': '@DMRegister', 'frequency': 3}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 2}, {'name': '@MasterBaxter8', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@RealSQUEZZ', 'frequency': 1}, {'name': '@not', 'frequency': 1}, {'name': '@SteveKingIA', 'frequency': 3}, {'name': '@nikkio', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 3}, {'name': '@ronmeier123', 'frequency': 2}]",160
78,"[{'name': '@CNN', 'frequency': 1}, {'name': '@seanhannity', 'frequency': 16}, {'name': '@foxandfriends', 'frequency': 7}, {'name': '@SeanHannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 12}, {'name': '@JudgeJeanine', 'frequency': 4}, {'name': '@foxnews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 63}, {'name': '@mike', 'frequency': 1}, {'name': '@nypost', 'frequency': 2}, {'name': '@', 'frequency': 115}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Trump', 'frequency': 14}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@EWErickson', 'frequency': 1}, {'name': '@J', 'frequency': 15}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@jacknicklaus', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 1}, {'name': '@Jennifer75AR', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 2}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 2}, {'name': '@TrumpPanama', 'frequency': 2}, {'name': '@TrumpChicago', 'frequency': 2}, {'name': '@TrumpNewYork', 'frequency': 2}, {'name': '@ForbesInspector', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 2}, {'name': '@bahia6085', 'frequency': 1}, {'name': '@ronmeier123', 'frequency': 4}]",286
79,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 3}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@JudgeJeanine', 'frequency': 2}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 2}, {'name': '@foxnews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 89}, {'name': '@GeraldoRivera', 'frequency': 3}, {'name': '@FLGovScott', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@', 'frequency': 154}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Mike', 'frequency': 12}, {'name': '@ericbolling', 'frequency': 1}, {'name': '@Trump', 'frequency': 13}, {'name': '@greta', 'frequency': 3}, {'name': '@realdonaldtrump', 'frequency': 2}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 2}, {'name': '@FrankCaliendo', 'frequency': 11}, {'name': '@MikeAndMike', 'frequency': 11}, {'name': '@EWErickson', 'frequency': 1}, {'name': '@J', 'frequency': 7}, {'name': '@GolfChannel', 'frequency': 2}, {'name': '@NYDailyNews', 'frequency': 1}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 2}, {'name': '@DailyCaller', 'frequency': 1}, {'name': '@BarackObama', 'frequency': 1}, {'name': '@Jennifer75AR', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 3}, {'name': '@ApprenticeNBC', 'frequency': 7}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 2}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@CahlRStorrie', 'frequency': 1}, {'name': '@RealSQUEZZ', 'frequency': 1}, {'name': '@SteveKingIA', 'frequency': 2}, {'name': '@kyleraccio', 'frequency': 1}, {'name': '@Jackshallis', 'frequency': 2}, {'name': '@kevinjonas', 'frequency': 2}, {'name': '@AGSchneiderman', 'frequency': 1}, {'name': '@ronmeier123', 'frequency': 2}, {'name': '@Espngreeny', 'frequency': 4}, {'name': '@JUrciuoli19', 'frequency': 1}, {'name': '@MattGinellaGC', 'frequency': 5}]",370
80,"[{'name': '@foxandfriends', 'frequency': 8}, {'name': '@realDonaldTrump', 'frequency': 38}, {'name': '@', 'frequency': 77}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@Trump', 'frequency': 16}, {'name': '@greta', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpTurnberry', 'frequency': 2}, {'name': '@TrumpScotland', 'frequency': 2}, {'name': '@FrankCaliendo', 'frequency': 2}, {'name': '@J', 'frequency': 6}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@ShawnJohnson', 'frequency': 1}, {'name': '@DMRegister', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 2}, {'name': '@TrumpNewYork', 'frequency': 3}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@SixteenChicago', 'frequency': 2}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@RealSQUEZZ', 'frequency': 1}, {'name': '@hillarysusans', 'frequency': 3}, {'name': '@espn', 'frequency': 2}, {'name': '@trumpwinery', 'frequency': 1}]",182
81,"[{'name': '@foxandfriends', 'frequency': 7}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 29}, {'name': '@ABC', 'frequency': 1}, {'name': '@', 'frequency': 66}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@Trump', 'frequency': 12}, {'name': '@greta', 'frequency': 2}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpTurnberry', 'frequency': 2}, {'name': '@J', 'frequency': 4}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 2}, {'name': '@David', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 2}, {'name': '@mboyle1', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 3}, {'name': '@TurnberryBuzz', 'frequency': 1}, {'name': '@ForbesInspector', 'frequency': 1}, {'name': '@SixteenChicago', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@RealSQUEZZ', 'frequency': 1}, {'name': '@Jackshallis', 'frequency': 1}, {'name': '@nikkio', 'frequency': 1}, {'name': '@ronmeier123', 'frequency': 2}]",148
82,"[{'name': '@foxandfriends', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 83}, {'name': '@', 'frequency': 103}, {'name': '@Trump', 'frequency': 6}, {'name': '@realdonaldtrump', 'frequency': 2}, {'name': '@J', 'frequency': 19}, {'name': '@The', 'frequency': 3}, {'name': '@BarackObama', 'frequency': 1}, {'name': '@Jennifer75AR', 'frequency': 8}, {'name': '@TrumpLasVegas', 'frequency': 3}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@PianoBecca', 'frequency': 2}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 2}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 2}, {'name': '@CahlRStorrie', 'frequency': 10}, {'name': '@ryanbushby', 'frequency': 2}, {'name': '@RealSQUEZZ', 'frequency': 1}, {'name': '@Jackshallis', 'frequency': 3}, {'name': '@TMZ', 'frequency': 1}, {'name': '@GolfMagazine', 'frequency': 1}, {'name': '@ronmeier123', 'frequency': 2}, {'name': '@InTheElections', 'frequency': 3}]",262
83,"[{'name': '@washingtonpost', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@NBCNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 75}, {'name': '@mike', 'frequency': 2}, {'name': '@NBC', 'frequency': 1}, {'name': '@', 'frequency': 111}, {'name': '@Trump', 'frequency': 3}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@J', 'frequency': 8}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@Jennifer75AR', 'frequency': 1}, {'name': '@DMRegister', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@Chris', 'frequency': 3}, {'name': '@fackinpeter', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 7}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@MasterBaxter8', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@CadillacChamp', 'frequency': 1}, {'name': '@kyleraccio', 'frequency': 2}, {'name': '@RealPro4Real', 'frequency': 1}, {'name': '@LeezaGibbons', 'frequency': 3}, {'name': '@Rosie', 'frequency': 10}, {'name': '@BrandiGlanville', 'frequency': 6}, {'name': '@kevinjonas', 'frequency': 1}, {'name': '@MsVivicaFox', 'frequency': 1}, {'name': '@CelebApprentice', 'frequency': 1}, {'name': '@IanZiering', 'frequency': 1}, {'name': '@TMZ', 'frequency': 5}, {'name': '@ronmeier123', 'frequency': 1}]",264
84,"[{'name': '@foxandfriends', 'frequency': 4}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@TigerWoods', 'frequency': 6}, {'name': '@realDonaldTrump', 'frequency': 95}, {'name': '@nypost', 'frequency': 1}, {'name': '@', 'frequency': 141}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@Trump', 'frequency': 7}, {'name': '@greta', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@J', 'frequency': 7}, {'name': '@The', 'frequency': 5}, {'name': '@TrumpDoral', 'frequency': 2}, {'name': '@jacknicklaus', 'frequency': 1}, {'name': '@TIME', 'frequency': 1}, {'name': '@JenniferJJacobs', 'frequency': 2}, {'name': '@DMRegister', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@fackinpeter', 'frequency': 4}, {'name': '@ApprenticeNBC', 'frequency': 5}, {'name': '@PianoBecca', 'frequency': 9}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@Letterman', 'frequency': 1}, {'name': '@RealSQUEZZ', 'frequency': 1}, {'name': '@CadillacChamp', 'frequency': 1}, {'name': '@Citizens', 'frequency': 1}, {'name': '@kyleraccio', 'frequency': 4}, {'name': '@LeezaGibbons', 'frequency': 1}, {'name': '@Rosie', 'frequency': 2}, {'name': '@BrandiGlanville', 'frequency': 4}, {'name': '@kevinjonas', 'frequency': 3}, {'name': '@IanZiering', 'frequency': 4}, {'name': '@TMZ', 'frequency': 1}, {'name': '@GolfMagazine', 'frequency': 6}, {'name': '@ronmeier123', 'frequency': 1}]",330
